record_id,district,crop,season,growth_stage,crop_age_days,temperature_C,humidity_pct,rainfall_mm,soil_moisture_pct,wind_speed_kmh,prev_disease_history,likely_disease,risk_level
AGR1173,Nagaur,Bajra,Kharif,Maturity,69,23.4,85.9,2.7,30.1,15.2,0,Ergot,Medium
AGR1174,Sriganganagar,Wheat,Rabi,Vegetative,37,15.0,62.3,6.5,26.5,27.6,1,Powdery Mildew,Medium
AGR1175,Jaisalmer,Bajra,Kharif,Vegetative,28,28.2,61.6,13.9,32.3,25.1,1,None,Low
AGR1176,Bharatpur,Mustard,Rabi,Seedling,16,25.2,70.2,23.0,60.0,25.5,0,White Rust,Medium
AGR1177,Bundi,Soybean,Kharif,Flowering,73,36.8,59.5,42.2,67.0,5.7,0,None,Low
AGR1178,Bikaner,Wheat,Rabi,Vegetative,39,28.1,67.7,19.0,38.8,14.9,1,Powdery Mildew,Medium
AGR1179,Bundi,Soybean,Kharif,Vegetative,23,34.8,95.8,5.1,35.1,8.6,0,Bacterial Pustule,Medium
AGR1180,Bharatpur,Mustard,Rabi,Seedling,0,24.5,83.0,2.4,26.9,0.6,0,White Rust,Medium
AGR1181,Rajsamand,Maize,Kharif,Seedling,15,23.1,52.5,45.4,68.6,20.2,1,Common Rust,Medium
AGR1182,Bharatpur,Mustard,Rabi,Maturity,87,26.3,58.7,19.5,50.4,4.4,0,None,Low
AGR1183,Nagaur,Bajra,Kharif,Vegetative,31,29.8,73.5,5.5,23.0,11.7,0,None,Low
AGR1184,Sikar,Chickpea,Rabi,Flowering,56,16.5,32.0,3.4,13.9,21.4,1,Wilt,Medium
AGR1185,Sriganganagar,Wheat,Rabi,Seedling,8,8.5,81.4,2.2,21.7,22.4,0,None,Low
AGR1186,Nagaur,Chickpea,Rabi,Vegetative,44,32.3,81.8,21.7,47.9,8.1,0,Wilt,Medium
AGR1187,Jodhpur,Bajra,Kharif,Flowering,64,28.7,70.5,7.0,38.2,0.6,0,None,Low
AGR1188,Churu,Wheat,Rabi,Vegetative,33,31.5,60.5,15.2,37.8,26.0,0,None,Low
AGR1189,Bharatpur,Mustard,Rabi,Vegetative,22,26.0,68.0,19.7,45.4,3.3,0,White Rust,Medium
AGR1190,Nagaur,Bajra,Kharif,Vegetative,39,29.2,96.5,46.1,79.6,24.8,0,Ergot,Medium
AGR1191,Sriganganagar,Wheat,Rabi,Flowering,60,20.2,77.1,1.2,22.4,4.2,0,Powdery Mildew,Medium
AGR1192,Jaisalmer,Bajra,Kharif,Maturity,85,30.3,73.2,13.2,46.9,10.0,1,Ergot,Medium
AGR1193,Dausa,Mustard,Rabi,Flowering,55,12.4,56.9,19.8,43.3,18.5,0,White Rust,Medium
AGR1194,Jodhpur,Bajra,Kharif,Vegetative,39,24.2,73.4,34.9,62.2,14.8,1,Ergot,Medium
AGR1195,Sriganganagar,Wheat,Rabi,Maturity,107,18.6,64.2,24.2,50.5,2.7,1,Powdery Mildew,Medium
AGR1196,Nagaur,Chickpea,Rabi,Seedling,14,18.5,52.4,14.4,34.3,4.3,1,Wilt,Medium
AGR1197,Banswara,Maize,Kharif,Flowering,54,25.5,63.7,47.8,72.3,20.6,0,Common Rust,Medium
AGR1198,Rajsamand,Maize,Kharif,Flowering,60,35.2,89.2,6.4,32.6,24.1,1,Common Rust,Medium
AGR1199,Nagaur,Bajra,Kharif,Vegetative,33,33.9,66.1,40.8,80.1,22.5,0,Ergot,Medium
AGR1200,Sriganganagar,Wheat,Rabi,Maturity,103,30.8,36.4,24.2,41.9,26.9,0,None,Low
